,desc,fasilitas_total,kamar,km,lantai,lb,lokasi,lt,price,sertifikat,tipe
1933,"['Di jual rumah di Sunter hijau Jakarta Utara', None, 'Luas tanah 6×13', 'Hadap Utara', 'Kt:2', 'Km:1', 'Air pam', 'Listrik:1300', 'Jalan  1 mobil', 'SHM', 'Harga 1,5 m. Nego']",['PAM'],2,1,,78,Tanjung Priok,78,1.500.000.000,SHM - Sertifikat Hak Milik,Rumah
1934,"['Jual rumah di Kelapa Gading BCS', 'uk. 8x16m 2,5 lantai', '4 kmr tidur, 3 kmr mandi', 'Sertifikat Hak Milik', 'Harga 2,7 M', 'No sms, pls call only if you serious, tx']",,4,3,2,200,Kelapa Gading,128,2.700.000.000,SHM - Sertifikat Hak Milik,Rumah
1935,"['JASA JUAL BELI SEWA PROPERTY', None, 'TANAH "" RUMAH "" RUKO', 'KIOS "" APARTEMEN "" PABRIK "" HOTEL', 'MUDAH PLEKSIBEL', 'TDK MENGIKAT', 'TANPA MARK""UP  HARGA ', ' ', '• BANTU KPR SAMPAI ACC BANK', '• BANTU JASA NOTARIS', None, 'GRATIS PASANG IKLAN ', 'REGULER & PREMIUM', None, None, 'Dijual LAHAN MURAH dibawah Harga pasaran ', 'tanah dan bangunan ', 'Kondisi saat ini di jadikan tempat Usaha. ', None, '• LOKASI SANGAT² STRATEGIS DIKAWASAN BISNIS & PERKANTORAN ', '• SANGAT COCOK UNTUK TEMPAT TINGGAL DAN TEMPAT USAHA JAJANAN KULINER CAFE JUGA KANTOR DLL. ', None, '( KETERANGAN & KEUNGGULAN LOKASI ) ', '• AKSES LOKASI DEKAT LEBAK BULUS RAYA', '• DEKAT GIANT EXSPRES LEBAK BULUS RAYA', '• DEKAT DENGAN PERUMAHAN TAMAN BONA INDAH', '• AKSES DEKAT MENUJU PONDOK PINANG PONDOK INDAH', '• TERJANGKAU MENUJU CIPETE RAYA & RS. FATMAWATI. ', None, '• AKSES LOKASI PINGGIR JALAN UTAMA ', '• KAWASAN BISNISS DAN PERKANTORAN', '• AKSES DEKAT MENUJU PONDOK INDAH', '• TERJANGKAU MENUJU CIPETE RAYA "" FATMAWATI ', '• MUDAH MENUJU KEMANG "" KEBAYORAN BARU "" BLOK M. ', None, '• Lt.449 meter ', '• Lb. 200 meter ', '• Hgb ( Hak guna bangun ) ', '( sertifikat Hak milik )']","['AC', 'Carport', 'Garasi', 'PAM', 'Telephone']",4,3,1,200,Cilandak,449,6.200.000.000,HGB - Hak Guna Bangun,Rumah
1936,"['BELI RUMAH DISINI SAJA', 'Banyak Pilihan Rumah Siap Huni Dengan Type Yang Bervariasi dan Desain Rumah Yang Elegant', 'Proses Mudah & Cepat', 'Proses KPR Ga Pake Ribet', 'Tanpa DP ( DP 0% )', 'Dan Yang Jelas Kami Amanah,Memberikan Bukti Bukan Janji.', 'buruuan jngan tunda tunda lagi utk beli rumah & berInvestasi rumah itu gak ada rugi nya loh.', 'ANDA CUKUP MEMBAYAR BOOKING FEE 4JT ALL IN SAJA', 'DP 0% TANPA DP', 'FREE BIAYA KPR', 'FREE BIAYA SURAT SURAT', 'FREE BIAYA NOTARIS', 'FREE BIAYA ASURANSI JIWA & KEBAKARAN', 'Legalitas aman & Spesifikasi Bangunan Berkualitas', 'Sertifikat SHM & IMB Pecah Perkavling', 'BOMAR 4  RESIDENCE', 'Rumah 1 Lantai Ready Stock Siap Huni dan Siap Akad Credit', 'Luas Tanah : 90', 'Luas Bangunan : 45 ', '2 KAMAR TIDUR', '1 KAMAR MANDI', 'Lokasi : jl.smpn 6 depok']","['AC', 'Garden', 'Carport', 'Garasi', 'Telephone', 'PAM']",2,1,1,45,Mampang Prapatan,90,675.000.000,SHM - Sertifikat Hak Milik,Rumah
1937,"['Deskripsi', None, 'PERUMAHAN CAKALANG INDAH KAV B.', None, '️LT/LB 101m2 /286 m2 .', None, '(Panjang 10 meter , lebar 10 meter Tanpa sisa tanah)', None, '️Sertifikat SHM dan IMB.', None, '️Akses Row ke lokasi 6-8 meter paving bukan aspal.', None, '️Lantai 3 dengan beberapa spesifikasi sebagai berikut:', None, '️Kamar Tidur 10.', None, '️Kamar Mandi 6 (2 kamar mandi dalam) .', None, '️PDAM dan pompa air beserta tandon air.', None, '️listrik PLN Token 1300 watt.', None, '️Carport & garasi sudah full kanopi galvalum', None, '️Ada jemuran dalam rumah , dan luar rumah berikut teras lantai 3 sudah galvalum untuk nongkrong santai.', None, '️Sudah ada penangkal petirnya 2 tombak , taman minimalis atap rumah cor dak tidak pake genteng.', None, '️Dapur mini kitchen set , lantai granit kusen shower closed duduk, kusen alumunium jendela dan pintu nya .', None, '️bonus full perabot furnitur tiap kamar', None, '️bonus pajak dan balik nama sama notaris di tanggung oleh penjual', None, '️Gratis pajak pembeli (bphtb)', None, '️Gratis pajak penjual (SSP)', None, '️Gratis biaya notaris', None, '️Gratis biaya balik nama di BPN', None, '️Lokasi akses terdekat dari Kampus-kampus ternama seperti:', None, 'Univ Brawijaya', None, 'Univ Widyagama', None, 'STIE Malangkucecwara, dsb.', None, 'Fasilitas Kesehatan yg dapat ditempuh 5menit dari lokasi:', None, 'Persada Hospital', None, 'RSUD Saiful Anwar', None, 'Prima Husada, dsb.', None, '️13 menit menuju bandara ABD Saleh.', None, '5 menit menuju stasiun blimbing.', None, '6 menit terdekat dengan fasilitas perbelanjaan seperti.', None, 'Plaza Araya, Mall Dinoyo, Pasar Blimbing Tradisional.', None, 'SANGAT MENJANJIKAN UNTUK INVESTASI KOS-KOSAN HARIAN MAUPUN MAHASISWA YG BERADA DILUAR KOTA.', None, 'harga Rp. 1.600.000.000 - NEGO.', None, 'ready termint 2x dengan pembayaran pokok di awal Rp. 1.000.000.000-,', None, 'perjanjian bermaterai didepan notaris.', None, 'dan disewakan per tahun Rp. 75.000.000,-', None, 'INFO LEBIH LANJUT HUBUNGI KAMI', None, 'by,', None, 'propertyinsider']","['Garden', 'Garasi', 'Telephone', 'PAM']",10,6,3,101,Kemayoran,286,1.600.000.000,SHM - Sertifikat Hak Milik,Rumah
1938,"['Dijual cepat Rumah siap huni krn pindah keluar kota', 'Lokasi Strategis dkt dgn pasar tradisional (pasar sipon, pasar poris dan pasar nyamuk)', '5 menit ke SMPN 18 Tangerang', '10 menit ke stasiun Poris', '10 menit ke tol Green Lake City', '7 menit ke RS Sari Asih Cipondoh', 'Air Satelit 50m', 'Lingkungan aman', 'Listrik 2200 watt', 'Bebas banjir', 'akses motor saja..parkir mobil 25m dr rumah', None, None, None, 'Nb : dengan pemilik langsung bukan calo..harga masih bisa nego..SHM dlm proses (AJB sedang dinaikkan ke SHM)', None, 'harga dijamin murah..karna kami jual dibawah harga pasaran']",,2,1,1,50,Cipondoh,52,330.000.000,SHM - Sertifikat Hak Milik,Rumah
1939,"['Dijual rumah dan Kos-kosan.', None, 'Lokasi Strategis di Jl.Dukuh II Taman Mini, Jakarta Timur.', None, 'Cocok untuk investasi / usaha.', None, 'Dekat dengan Kampus MH Thamrin, Sekolah Trisoko, Mall Tamini Square dan Pintu Tol Jagorawi.', None, 'Mohon maaf tidak melayani SMS. Jika serius langsung tlp.']",['Carport'],10,3,1,300,Kramat Jati,332,2.200.000.000,SHM - Sertifikat Hak Milik,Rumah
1940,"['Dijual rumah standart nyaman ,harga bisa nego dan bisa dibantu KPR sampai goal di Jalan Raya BCS', None, None, None, '- Ukuran Lt. 6x20', None, '- 2.5 Lantai ', None, '- Ada Listrik ', None, '- Sumber Air PAM ', None, '- Ada Carpot ', '- Sertifikat Hak Milik', None, '- Hadap Utara']","['PAM', 'Carport']",3,3,2,200,Kelapa Gading,120,5.500.000.000,SHM - Sertifikat Hak Milik,Rumah
1941,"['RUMAH DI ANCOL BARAT', ' ', 'LT 260\r', '2 LANTAI\r', 'KT 4+1 KM 4\r', 'LISTRIK 4400\r', 'HADAP TIMUR DAN BARAT\r', 'CARPORT 2 MOBIL\r', 'JALANAN LEBAR\r', 'HPL SAMPAI 2038\r', ' ', 'HARGA 4M NEGO']","['Carport', 'PAM']",4,4,2,400,Pademangan,260,4.000.000.000,"Lainnya (PPJB, Girik, Adat, dll)",Rumah
1942,"['Dekat rs persahabatan, terminal rawamangun, pasar rawamangun, tiptop rawamangun, arion mall, UNJ, al azhar rawamangun, muhammadiyah rawamangun', None, 'Berminat hubungi harga nego']","['AC', 'Carport', 'Garasi', 'Garden']",3,2,1,150,Pulo Gadung,150,2.850.000.000,SHM - Sertifikat Hak Milik,Rumah
1943,"['Jual rumah Janur Elok Kelapa Gading', 'Uk 11x17m 2lantai', '5+1 kmr tidur, 4+1 kmr mandi', 'Sertifikat Hak Milik, full renovasi', 'Harga 6,3 M', 'No sms, pls call only if you serious,tx']",,6,5,2,285,Kelapa Gading,187,6.300.000.000,SHM - Sertifikat Hak Milik,Rumah
1944,"['BELI RUMAH DISINI SAJA', 'CV.  BOMAR PUTRA PROPERTY Banyak Pilihan Rumah Siap Huni Dengan Type Yang Bervariasi dan Desain Rumah Yang Elegant', 'KENAPA HARUS DIBOMAR PUTRA PROPERTY', 'Proses Mudah & Cepat', 'Proses KPR Ga Pake Ribet', 'Tanpa DP ( DP 0% )', 'Dan Yang Jelas Kami Amanah,Memberikan Bukti Bukan Janji.', 'buruuan jngan tunda tunda lagi utk beli rumah & berInvestasi rumah itu gak ada rugi nya loh.', 'Di Bomar Proses Kpr mudah kami bantu semaksimal mungkin & tidak banyak mengeluarkan biaya', 'ANDA CUKUP MEMBAYAR BOOKING FEE 4JT ALL IN SAJA', 'DP 0% TANPA DP', 'FREE BIAYA KPR', 'FREE BIAYA SURAT SURAT', 'FREE BIAYA NOTARIS', 'FREE BIAYA ASURANSI JIWA & KEBAKARAN', 'Legalitas aman & Spesifikasi Bangunan Berkualitas', 'Sertifikat SHM & IMB Pecah Perkavling', 'PERMATA BOMAR RESIDENCE', 'Rumah 2 Lantai Ready Stock Siap Huni dan Siap Akad Credit', 'Luas Tanah : 76m2', 'Luas Bangunan : 80m2', '3 KAMAR TIDUR', '2 KAMAR MANDI', 'Lokasi : Jl.Mandor Samin Kalibaru,Cilodong Kota Depok ( 5menit Ke Alun2 Kota Depok ).']","['AC', 'Carport', 'Garden', 'Garasi', 'Telephone', 'PAM', 'Water heater']",3,2,2,80,Pancoran,76,775.000.000,SHM - Sertifikat Hak Milik,Rumah
1945,"['DIJUAL RUMAH MURAH + USAHA 2 LANTAI. PRAMUKA JAKARTA TIMUR', None, 'Dijual Rumah sekaligus Tempat Usaha. Diatas bisa di buat kosan. Daerah strategis kemana-mana. Dekat dengan akses jalan besar Pramuka jakarta timur. Gapernah banjir.', None, 'Alamat : Jl. Kayu Manis Utara, jakarta timur', None, '*nego tipis', None, '>> Surat SHM', None, '>> Listrik 1300khv', None, '>> wifi', None, '>> Luas Tanah: 42m (6 x 7)', None, '>> Luas Bangunan: 85m', None, '>> 2 Lantai ', None, '>> Lokasi rumah masuk gang & tidak bisa masuk mobil. hanya 50m dari jalan besar Pramuka', None, '>> Dekat dengan akses jalan besar (Busway Pasar Genjing, Stasiun Kramat, Pasar Genjing, Utan Kayu, menteng)', None, 'Feel free kalau ada yang mau survey dulu dengan senang hati. Tenang.. tetap mengikuti new normal protocol :)']",,3,2,2,85,Matraman,42,565.000.000,SHM - Sertifikat Hak Milik,Rumah
1946,"['Di jual Ruko 2 Lantai Di daerah Duren sawit Jakarta timur/jln Laut Banda RT/001 RW/001, Tempat strategis Lingkungan Asri dan jauh dari Banjir, investasi Emas di lokasi strategis', None, '•Rs duren sawit (3 menit)', '•Puskesmas duren sawit (5 menit)', '•universitas darma persada (5 menit)', '•stasiun kereta (10 menit)', '•mini market (2 menit)', '•masjid/Sarana ibadah (2 menit)', '•Taman bermain (2 menit)', '•ToL jakarta-cikampek (8 menit)', '•ToL dalam kota (10 menit)', '•ToL Bogor (10 menit)', '•Mall Bassura ( 5 menit)', None, '•LT & LB variatif', '•Listrik 2200watt', '•KPR dibantu/permudah', '•fasiltas Lengkap', '•Dijalan utama']",,1,1,2,52,Duren Sawit,64,990.000.000,"Lainnya (PPJB, Girik, Adat, dll)",Rumah
1947,"['Dibuat dri bahan kayu pilihan, awet  & kokoh konstruksinya', None, 'Bisa pesan khusus, melayani luar daerah manado...']",['Garasi'],2,1,1,50,Mampang Prapatan,100,99.000.000,"Lainnya (PPJB, Girik, Adat, dll)",Rumah
1948,"['Deskripsi', None, 'Dijual rumah siap huni', 'Lokasi dalam komplek Cempaka Putih Timur Jakarra Pusat', None, 'Harga 8 M', None, 'Luas bangunan 450 m²(2 lantai)', 'Luas tanah 415 m²', None, 'Lantai 1 :', '-Master bedroom( luas 4m ×6m) kamar mandi di dalam', '-Kamar tidur & kamar mandi pembantu,ruang cuci jemur', '-Dapur', '-Kamar mandi', '-Gudang', '-Space luas bisa difungsikan berbagai ruang(ruang tamu,ruang keluarga,ruang makan,ruang santai dll)', '-Teras', '-Taman depan,samping dan belakang', None, 'Lantai 2 :', '2 kamar tidur + kamar mandi di dalam', 'Dan balkon masing2 kamar', None, 'Dimension luas bisa pengembangan tambah kamar,bahkan kolam renang masih ada space lahan', 'Carport 7 mobil', 'SHM', 'Listrik 4400 watt', None, 'Lokasi amat sangat strategis di pusat kota Jakarta Pusat', '500 m dari/ ke jalan toll', 'Dekat dengan RSI Cempaka Putih', 'Dekat dengan ITC Cempaka Mas', 'Dekat dengan Universitas', 'Dekat dengan halte trans jakarta', 'Dan selling point lainnya,dengan fasilitas umum di sekitar lokasi,sbg kemudahan kebutuhan dan aktifitas anda', None, 'Hasil appraisal bank senilai8 9 M(ada dokumen dari bank hasil apraisalnya)', None, 'AM']","['AC', 'Carport', 'Garasi', 'Garden']",4,5,2,450,Pancoran,415,8.000.000.000,SHM - Sertifikat Hak Milik,Rumah
1949,"['JUAL RUMAH SECOND  2 LANTAI', 'SEMI FURNISHED TOWNHOUSE', 'CILANDAK / CIPETE JAKSEL ', None, 'Spesifikasi Detail:', 'Luas tanah 407 m2', 'Bangunan 560 m2', 'Lantai: 2', 'Kamar Tidur 5', 'Kamar Mandi 4', 'KP 2 | KMP 1', 'Balcony', 'Dapur Bersih & Basah', 'Service Area', 'Garasi: 2', 'Carport: 2', 'Listrik 12,700', 'Hadap: Timur', 'Semi Furnished', 'SHM ', None, 'Detail Interior:', '• Rumah 2 lantai dengan ceiling tinggi.', '• Lantai marmer di lantai 1 dan 2, lantai parquette di semua kamar', '• Ada halaman kecil di sisi samping dan belakang, termasuk private pool besar.', '• Memiliki akses sendiri untuk area service, langsung ke garasi.', '• Total kamar 5: Kamar Utama, Kamar Anak 3 di lantai dua, ada kamar tamu atau study room di lantai satu. .', '• Kamar utama memiliki walk in closet, bath tub dan 2 washtaffel.', '• Ada balcony di kamar anak lantai 2.', None, 'Fasilitas Rumah:', '• Single Access. ', '• Security 24 Jam', '• Instalasi Jaringan kabel underground', '• Private Pool.', None, 'Lokasi Sekitar :', '• Area sangat strategis di Cilandak, bebas banjir, dekat Cipete dan Fatmawati.', '• Area Hunian tenang, tidak dekat dengan jalan raya dan area komersil.', '• Jalan dalam dan luar cluster lebar 2 mobil.', '• Dekat MRT dan Pusat Business', None, 'NOTE:', 'Kondisi Tersewa sampai Juli 2021', None, 'HARGA: ', 'Rp 16,500,000,000', 'Negotiable', None, 'KPR / Cash']","['Carport', 'Garasi', 'Garden', 'Swimming Pool']",5,4,2,560,Kebayoran Baru,407,16.500.000.000,SHM - Sertifikat Hak Milik,Rumah
1950,"['Exclussive Townhouse Di Pejaten Pasar Minggu Jakarta Selatan, \xa0hunian di dalam cluster yang asri di tengah kota Jakarta selatan,', None, 'Type \xa0362/477', 'KT. 6+1', 'KM. 8+1', 'View : Utara', 'Ada Kolam Renang', 'Garasi : 1 Mobil', None, 'Harga : 14.5 M', 'Cash/KPR', None, 'Spesifikasi :', 'Struktur : Beton bertulang', 'Dinding : \xa0Bata Merah, Plester dan Aci', 'Kusen/Jendeal : \xa0Kayu Solid', 'Atap : Baja Ringan, Genteng Glastur', 'Lantai : Granite Tile', 'Finishing : Cat Mowilex', 'Air Jetpump : Jet Pump', None, 'Selling Point :', '900 Meter dari jalan Warung Buncit', '800 Meter Pejaten Village', 'Dekat Toll Jorr TB Simatupang, ', 'Dekat Rs Siaga Pasa minggu', '1.5 km Stasiun Pasar Minggu', 'Dekat Angkot 24 Jam', '500 Meter Univeritas Nasional', None, 'Marketing :', 'Depok Property25', 'Ristiyanto', None, None, None, 'rumah dijual di pejaten barat', 'rumah dijual di pejaten barat jakarta selatan', 'rumah dijual di pejaten pasar minggu', 'rumah dijual di pejaten jaksel', 'rumah dijual di pejaten barat 2', 'rumah dijual di pejaten mas', 'rumah dijual di pejaten elok', 'rumah dijual di pejaten timur', 'rumah dijual di pejaten timur pasar minggu', 'rumah dijual di pejaten jakarta selatan', 'rumah dijual jalan amil pejaten', 'dijual rumah di jalan pejaten barat 2', 'dijual rumah pejaten barat townhouse', 'rumah dijual jalan warga pejaten barat', 'rumah di jual di jalan damai pejaten timur', 'rumah dijual daerah pejaten', 'rumah dijual daerah pejaten pasar minggu', 'rumah dijual pejaten elok', 'di jual rumah pejaten elite', 'rumah dijual di getas pejaten kudus', 'dijual rumah di pejaten indah 1', 'dijual rumah di komplek pejaten indah', 'rumah dijual pejaten indah 1', 'rumah di pejaten indah dijual', 'rumah dijual pejaten barat jakarta selatan', 'jual rumah di pejaten jakarta', 'rumah dijual di jl siaga pejaten', 'rumah dijual di jalan rambutan pejaten', 'rumah dijual di jalan pekayon pejaten', 'rumah dijual di pejaten timur jakarta selatan', 'rumah dijual kemuning pejaten timur', 'rumah dijual komplek pejaten indah', 'rumah dijual komplek lan pejaten', 'rumah dijual mutiara pejaten', 'rumah dijual villa pejaten mas', 'rumah dijual jalan pekayon pejaten', 'rumah dijual di pejaten mas pasar minggu', 'rumah dijual jati padang pejaten', 'dijual rumah di pejaten raya', 'rumah dijual pejaten residence', 'dijual rumah di jalan pejaten raya', 'rumah di jual di pejaten raya', 'rumah di jual di jalan raya pejaten', 'rumah di jual pejaten serang', 'rumah dijual sekitar pejaten barat', 'rumah dijual di pejaten village']","['AC', 'Carport', 'Garasi', 'Garden', 'Swimming Pool', 'Water heater']",6,8,2,362,Pasar Minggu,477,13.500.000.000,SHM - Sertifikat Hak Milik,Rumah
1951,"['NEW LAUNCHING EXCLUSIVE!!', None, 'satu2 nya properti yg langsung nempel dengan stasiun kereta Sudimara', None, '*ADIPATI RESIDENCE SUDIMARA @BINTARO*', None, 'PROMO KHUSUS MINGGU INI SEBELUM HARGA NAIK!', None, '- FREE BIAYA SURAT2 AJB,BPHTB,BBN,PPN,SHM', None, '- FREE AC 2 UNIT', None, '- FREE DESIGN LAYOUT SESUAI SELERA', None, '- JAMINAN SEWA 20-25 JUTA/TAHUN', None, '*SKB*', None, 'PAYMENT ONLY :', None, '- HARD CASH 689 Juta Nego di tempat sampai jadi', None, '- INSTALMENT 6x', None, '- KTA KHUSUS PNS/BUMN/TNI/POLRI BUNGA RENDAH DAN FLAT BER-PAYROLL MANDIRI DAN BNI (NO KPR)', None, 'DI JAMIN TERMURAH SE TANGERANG SELATAN KALO MAHAL GARANSI 100000%', None, 'didukung Lokasi Yg Strategis:', None, '- 1 menit ke St.Sudimara', None, '- 5 menit ke Universitas Pembangunan Jaya', None, '- 8 menit ke Tol Pd.Aren', None, '- 10 menit ke Mall BXC', None, '- 12 menit ke RS International Bintaro', None, '- Lantai Granit 60x60', None, '- One Gate Syestem', None, '- Carport 2 Mobil', None, '- Keamanan 24 jam + CCTV', None, '- Lokasi pinggir Aspal', None, '- Diskon spesial puluhan juta', None, '- Harga Perdana jelas kami jamin paling termurah', None, 'M. KAHFI (NEGO DIRECT OWNER)']","['AC', 'Carport', 'Garden', 'Garasi']",3,2,2,48,Cilandak,60,600.000.000,SHM - Sertifikat Hak Milik,Rumah
1952,"['DIJUAL RUMAH [HUB: DHYANA (FAST RESPONSE VIA WA ^_^)] FREE KONSULTASI KPR (BCA, PANIN, UOB, CIMB, BNI, Danamon, Permata, dll', None, 'Dijual Rumah tua di Green Ville Jakarta Barat.', 'Ukuran 10,5 X 48 MTR (500m2)', 'LB 300 Meter Dan SHM.hdp timur', 'Hrg 10m nego', None, 'HARGA NEGO', None, 'KPR BISA DIBANTU', None, 'INFO DAN SURVEY HUB: DHYANA', None, 'FAST RESPONSE VIA WA', None, '[HUB: DHYANA] Segera hubungi kami untuk berkonsultasi dan mendapatkan SEMUA informasi seputar properti pada area ini ( HOT listing, harga pasaran, harga BU, dan lokasi terbaik ) - Your best property service agency in Indonesia. -DHY-']",,1,1,,300,Kebon Jeruk,500,10.000.000.000,SHM - Sertifikat Hak Milik,Rumah
1953,"['rumah lama hitung tanah lokasi strategis yang cocok untuk usaha.', 'nego tipis', 'didepan rumah, jalan umum', 'hanya 400meter dari stasiun duren kalibata']",,4,1,1,150,Pancoran,215,2.100.000.000,HGB - Hak Guna Bangun,Rumah
1954,,,,,,,,,,,
1955,"['Rumah 3 lantai, siap huni, mewah dan strategis di Condet Jakarta Timur ', '.', 'Rumah 3 lantai ', 'Turun harga', 'Harga awal 1.95 M', 'Harga Promo Ramadan hanya 1.7 M', '.', 'Satu satunya Townhouse syariah di area Condet Jakarta Timur', '.', 'The ADN Residence Townhouse', '.', 'Harga normal 1.95 M ( harga cash )', 'Diskon 250 juta', 'Jadi harga promo hanya 1.7 M untuk pembelian cash.', 'Type 112/68', '3+1 Kamar tidur', '2+1 Kamar mandi', '3 lantai', '.', 'Bisa kredit Syariah', 'Angsuran langsung bayar ke developer', 'flat sampai lunas', 'Tanpa riba', 'Tanpa denda bila telat menyicil ', 'Tanpa sita bila kesulitan membayar angsuran', 'Tanpa BI Checking', '.', 'Lokasi sangat strategis', '7 menit ke Pusat Grosir Cililitan', '19 menit ke Bandara Halim Perdanakusuma', '16 menit ke pintu tol Gedong 2 TB Simatupang', '15 menit ke gerbang tol Cililitan', '14 menit ke Kalibata City Square', '13 menit ke stasiun LRT Cawang', '12 menit ke gerbang tol Cawang', '10 menit ke sekolah Global Islami', '7 menit ke sekolah Islam Terpadu EMIISc', '10 menit ke RSUD Budi Asih', '.', 'Developer sudah membangun beberapa perumahan syariah yaitu :', 'Sabrina Azzura di Bekasi Timur', 'Sabrina Azzura 2 di Setu Cibitung', 'Raudhoh Residence di Cibinong', '.', 'Promo Flash Deal Ramadhan 1442 H, skema cash keras', '.', 'Unit 38/A tipe 2 lantai', 'LT 80/LB 80', 'Harga cash 1,750 M', '.', 'Unit 38/B tipe 3 lantai split level, LT 68/LB 112 ', 'Harga cash 1,7 M', 'Bonus free ajb dan pajak', 'Ready Stock', '.', 'Unit 38/D tipe 3 lantai split level, LT 65/LB 100 ', 'Harga cash 1,750 M', '.', 'Unit 38/E tipe 2 lantai', 'LT 82/LB 80 ', 'Harga cash 1,750 M', '.', '- Harga sudah termasuk surat2 utk pembelian cash keras', '- Lahan sudah SHM', '.', 'Segera dibooking unit terbatas', 'Perumahan syariah masih sangat jarang yg berada di area Condet Jakarta Timur', '.', 'Untuk info lengkap bisa', 'hubungi Edi, tinggal klik saja nomor telepon yang ada di aplikasi OLX ya', '.', 'Terimakasih', '.']","['AC', 'Carport']",4,3,3,112,Kramat Jati,68,1.700.000.000,SHM - Sertifikat Hak Milik,Rumah
1956,"['Dijual murah rumah pondok kelapa jakarta timur', None, 'Harga Rp. 1.5M nego', None, 'Luas Tanah 90m2', 'Luas Bangunan 160m2', 'kamar tidur 3', 'kamar mandi 3', 'gudang', 'garasi 2 mobil', 'dapur kitchen set', 'mushola', 'balkon', 'jalan depan rumah muat 2 mobil', 'dekat dengan TK dan SD, BKT, pusat jajanan pondok kelapa dan tol becakayu', 'bebas banjir', 'AC 2, water heater', None, None, 'Hubungi :', 'Jimmy Ong', 'cry031', 'met point : Superindo Pondok Kelapa', None, 'NB.', 'NB.', '* Hanya melayani Pembeli Langsung,', 'tidak terima Mediator/Calo/Agent', '* Bisa titip JUAL / SEWA pada kami', None, 'Kami juga punya stok lain dengan Harga dan Luas yang berbeda']","['AC', 'Carport']",3,3,2,160,Duren Sawit,90,1.500.000.000,SHM - Sertifikat Hak Milik,Rumah
1957,,,,,,,,,,,
1958,,,,,,,,,,,
1959,"['BREAKING NEWS️', None, 'Paramount kembali mempersembahkan Program PROMO LEBARAN 2021 Promo 30 April s/d 15 Juli 2021. ', None, '3. Zuma@Malibu', '(Didalam Cluster Malibu Village) ', None, 'Rumah Include Furnished pertama di Gading Serpong', None, ' UKURAN', '6x8= 48 / 58', 'kamar 2, kamar mandi 2', None, 'Harga Super Cash Rp. 1.006.300.000,-', None, 'Harga Tunai Keras Rp. 1.034.600.000,-', None, 'Harga KPR DP 15% 1x Rp. 1.065.200.000,-', None, 'Harga KPR DP 5% 1x Rp. 1.100.700.000,-', None, ' Product Features:', 'Furnished', ' AC 2 unit', 'Electric Water Heater', 'Free IPKL 6 Bulan', None, 'Promo Cara Bayar :', 'Super Cash', 'Tunai Keras', 'KPR DP 15% 1x, 3x', 'KPR DP 20% 6x', 'TDP 24x-36x', 'Bertahap s/d 48x DP 30%1x', None, 'Minat Hub Marketing', 'Hary Rijaya Realty']","['AC', 'Swimming Pool', 'Garden', 'Garasi', 'PAM', 'Water heater']",2,2,2,58,Tebet,48,1.006.300.000,HGB - Hak Guna Bangun,Rumah
1960,"['Dijual rumah di Kartini, Kartini, Jakarta Pusat.', None, 'uk.3,2x9 m', 'bangunan 3 lt beton', '2 kt, 2 km, furnished', 'Akses Jl 2 mobil', 'Shm, tdk ada Imb', None, 'harga Rp.1,25 m nego dgn owner', None, 'info hub Wa']",,2,2,,63,Sawah Besar,28,1.250.000.000,SHM - Sertifikat Hak Milik,Rumah
1961,"['KEUNGGULAN :', '-bebas banjir (genangan pun tidak ada)', '-investasi bagus untuk kosan/kontrakan', '-dekat dengan SMP negeri favorit 115', '-dekat dengan Stasiun Tebet', '-dekat dengan Mall Kokas', '-dekat dengan restaurant,distro,karaoke,alfamart,indomaret, dan bank di kawasan tebet utara', '-dalam komplek perumahaan yang dijaga 24 jam', '-dalam komplek tersedia lapangan RPTRA,taman bermain anak,lapangan basket,lapangan bulu tangkis, dan area joging', None, 'HARGA DIBAWAH RATA-RATA, MASIH BISA NEGO TIPIS, SERIUS ONLY !!!']",,2,1,2,106,Tebet,75,1.350.000.000,SHM - Sertifikat Hak Milik,Rumah
1962,"['Dijual Rumah Citra 2 ', None, 'LT 10X19', '2lt.', 'Kamar Tidur 3+1', 'Kamar Mandi 4', 'Gudang 1', 'Listrik 4400', 'Air WTP', 'SHM', 'Carport 2 mobil', 'Garasi  1 mobil ', None, 'Harga 3.85 M']",[],3,4,2,250,Cengkareng,190,3.850.000.000,SHM - Sertifikat Hak Milik,Rumah
1963,,,,,,,,,,,
1964,"['Cluster Cempaka Putih Timur', 'Dengan konsep 2 kamar tidur dilantai 2', 'Lantai 1 untuk ruang tamu, kamar mandi dan Dapur ', None, None, 'Luas Bangunan ', None, 'Spesifikasi bangunan :', 'Pondasi plat beton bertulang', 'Lantai home tile 60 x 60', 'Listrik 2200', 'Jendela aluminium coating fowder+kaca', 'Pintu kayu', 'Plafon hollow Gypsum', 'Saya listrik 2200 Watt', 'Tangga pakai relling', 'Lampu downlight', 'Kamar mandi : Closet duduk merk Toto wastafel shower', 'Atap baja ringan', 'Genteng multi roop', 'Air PDAM', None, 'Lokasi Projects :', 'Jl Cempaka Putih Timur', 'Jakarta-Pusat', None, 'Dokumen SHM+ IMB', None, 'Cara bayar :', 'Cash keras', 'Cash tahap', None, 'Minat hubungi :', 'Sales in House', None, 'Pravit Iwan']","['AC', 'PAM']",2,1,2,37,Cempaka Putih,21,480.000.000,SHM - Sertifikat Hak Milik,Rumah
